-1.957031655449746887e+00,-4.996889561423632498e-01,-1.051471520484646094e+00,-3.354355700882321600e-01,5.438708307469154457e-01,-1.231310064166502238e+00,1.003338381158610654e-01,-2.107600829547783050e+00,1.200107578077650672e+00,-1.614566360929607036e+00,-6.013846443159321931e-01,1.144357737211792623e-03,-3.318462622531683781e-01,-4.989810839933840891e-01,1.622249454884541642e+00,-1.138785187086573059e+00,-1.069695607184988351e+00,8.639768896932694675e-01,-5.472354839234486734e-01,6.455744592018064498e-01,-3.335249872128656090e-01,-1.798160868497459541e-01,8.755753854589273244e-01,-1.150540287616747648e+00,1.841404943330268162e+00,-8.410160610907734258e-01,3.476667989220310062e-01,-2.453605204704394360e+00,2.078270435070511457e+00,-1.544602810681353189e+00,4.104435502773817190e-01,-4.481855836390064574e-01,4.368152920573300513e-01,1.282009483520600845e-01,2.221055866097315423e+00,-8.750217776096352873e-01,-1.447939783810449077e+00,2.269804682186547851e+00,5.033299859748794347e-01,-6.089728921930788186e-01,-6.345839880032849711e-01,-1.621798224233298669e+00,2.743013678116206222e-01,1.812275365328871318e-02,-1.159228875365793554e+00,1.389432663484616803e+00,5.831877509698901729e-01,7.408816707415699643e-01,-1.971113151668421937e+00,1.006385510654566495e+00
-1.528078754693122709e+00,5.182276778363176239e-01,-1.098649512904376735e+00,-7.994747896927983932e-02,-1.129884863202339079e-01,-8.294289048925245211e-01,-6.987507874112950379e-01,-1.026715809963626436e+00,1.210641677849019215e+00,6.973042340949771045e-01,-2.962187611652112307e-01,6.948589211904416807e-01,-3.249666864476222217e-02,-9.930989392412972183e-01,1.072800376042567505e+00,3.551938429776355655e-01,1.219211583002429933e+00,-1.133553101092907633e+00,1.708266839148447902e+00,1.148781059401049021e+00,1.110036032916265514e+00,-8.360096361378457352e-01,-7.299374715542804593e-01,-6.845350758779485956e-01,-2.294686796229886028e+00,4.502388682594369862e-01,1.037835459245896041e+00,-4.311051823936775107e-01,8.988743847381155394e-01,3.020871790460109563e-01,4.369993737815863200e-01,1.875450951258104348e+00,-9.095242978524872290e-01,-1.162032438186043404e+00,-1.557612053161581578e+00,-1.703058611182755311e-01,4.135391452694280323e-01,1.929838089215105690e-01,-1.302925669801180630e+00,2.621224625341286529e+00,1.084704688063714784e+00,4.734385372164527928e-01,-2.241395977854585109e+00,-1.267003639829246353e+00,-1.708868003644835043e-01,2.400484727016813036e+00,2.102007785558580810e+00,-1.050814038433061981e+00,-5.482390529051306416e-01,1.438022463492539815e-01
5.525457314642376883e-01,-4.264731425588250691e-01,-7.824849960459547837e-01,3.200413269118318471e-01,-3.358771681323957647e-01,1.310217357943339600e+00,-5.266099913130953825e-01,-8.697350445822776832e-01,4.346143022069090533e-01,-2.234721825742516987e+00,-1.877616327962933554e-02,-2.606833343114307033e-01,9.918347823617388315e-01,-7.359112373614836722e-01,-9.381873996518313996e-01,3.199981711911190629e-01,-1.969254643797183624e+00,-5.157582234309453229e-02,2.257053139502470940e-01,1.892520298766753095e+00,-9.536888456186166652e-01,6.656594196653563555e-01,1.944017695851811389e+00,-2.629609063372217656e-02,-9.396010984006263334e-01,1.435971664605966147e+00,-6.150520729998595337e-01,-9.301280081358809237e-01,4.241945501315904088e-01,1.690612469205688695e-01,8.004620120110194081e-01,-4.951066745075530934e-02,-1.953737669006870625e+00,8.154564837249237419e-01,8.043237947459564996e-01,-9.543289232709922798e-01,1.337715775038730071e+00,4.234620971354914332e-01,-1.338433020302759013e+00,-8.708377481663516217e-01,1.211314339867849199e+00,6.733327593893086993e-01,1.393395347512860871e+00,1.717694260588519262e+00,-2.614389294696384813e-01,-6.335596532128608960e-01,-1.534880511985436957e-01,1.448781161975483345e+00,-6.363317046369293406e-01,2.056517599481928471e-01
6.830508742222124452e-01,-1.218053897880293057e+00,1.257583147245764810e+00,5.168221356440820813e-01,-1.825145265234513259e+00,5.157494086149422285e-01,2.653938670437336889e-01,-6.479987028583719111e-01,-5.689768475403189640e-01,-1.428544620807841836e+00,-9.327007834538593167e-01,-9.116987403989260663e-01,1.973635663256664730e+00,-2.073934961303753322e-01,-1.117644990120167936e+00,1.651246454100715466e+00,5.140519564748194936e-01,4.724767933165682221e-01,-2.708913627682042399e-02,-5.258578854901779787e-02,-6.997963509173540930e-02,2.898290335417192942e-01,1.527714923970710181e+00,-1.398966405085786624e+00,-1.385333600301902113e+00,1.087371561108144036e+00,-1.003116610854983132e-01,1.844193409008349216e-01,-1.688634050276939025e+00,-1.562147646307026960e+00,1.989407585128448730e+00,-6.192668458074219728e-01,6.110482069546494532e-01,7.230019812263798196e-01,-1.352185768114565922e+00,3.269867602895079606e-01,1.284265009433042337e+00,-1.512374872758854627e+00,2.744999087871538013e-01,-4.398466653420265438e-01,1.115532608485762939e-01,3.540984300481966329e-01,1.499163432586871458e+00,6.654129654107909797e-01,1.102174886391573544e-01,-1.831508402085833265e-01,-7.390654629671649101e-01,-2.530829314538262861e-02,1.223773390899214331e+00,-1.090716185951371653e+00
8.559652743598384905e-01,1.370600821956324378e+00,-1.310750170367019907e+00,-1.886172731185451257e+00,1.120321362386321962e+00,1.352750468383290494e+00,4.371949443634455534e-03,1.537729287708389680e+00,1.512083000997204607e+00,-1.347156332412604018e-01,2.146545521740159224e+00,3.386949787320934657e+00,3.992402322985724034e-03,-3.883105227531555292e-02,-1.254558474317053751e-01,-1.031849490804623709e-01,-2.556549406229851051e+00,-4.710034775559109876e-01,-1.535289855691344574e+00,-1.430497775426896379e+00,1.440333976826762230e+00,1.611488517824738675e+00,-1.409385091497240561e+00,1.162047891222335760e+00,-2.077864623980032022e+00,-7.026945994112633320e-01,3.383588242852971217e-01,-4.518398595132062656e-01,-9.276327541291874423e-01,1.222217518145161108e+00,-1.588971609818581876e-01,-2.465903585483583405e-01,3.433118072526789577e-01,-4.799534540452637943e-01,-2.004606218673421036e+00,-3.077387111852806778e-01,-1.136585688972791691e-01,-3.320781686108964514e-01,-1.333741413619596028e-01,-5.690309894224595544e-01,-1.212196226766202756e+00,-7.875754262459727650e-01,-9.108729692348037643e-01,1.072105433201966385e-01,2.298718670934868091e-01,-2.665464896551292817e-01,1.508579991502063899e+00,-8.520579127633178818e-01,-3.807123395563158375e-01,-9.963932647328622716e-01
3.924887354211876733e-01,-6.099110929093144451e-01,4.942863673259985102e-01,8.598621443259166774e-01,9.211922699173438756e-02,1.276544300419705458e+00,-8.819979109456432820e-01,7.370968025866734274e-01,-6.933261730682223067e-01,-1.543591012372098392e+00,4.100125850262822391e-01,-2.017355304764621327e+00,-2.545412675149569814e+00,9.925644971466340838e-01,3.718994809862168349e+00,1.968824630360941574e+00,1.560681230150640753e+00,1.067225617806918159e+00,-5.554325854966177811e-01,1.618924498787643884e-01,-1.735011667893223919e+00,1.103790239329880407e-01,5.054839531520499696e-01,1.291331153084535277e+00,4.000608315057180842e-01,-9.047565190689110803e-01,-4.200924476879650538e-01,6.080279172135828469e-01,-1.140717205571526449e+00,-1.042745947639203363e+00,5.626704314924003691e-01,3.273490428192492030e-01,-9.992363968103782357e-01,6.185496880953282872e-01,1.833056754490850260e+00,7.153220053773919895e-01,6.112110955441173166e-02,-5.588261775704769230e-01,8.221656126635308315e-01,9.765703551023650064e-01,-1.026517280499692486e-01,1.382468221605443748e-01,-2.427401944229762076e+00,-4.713554058523970469e-01,1.140655451715109486e-01,7.293662908022466862e-01,6.043306333132254515e-01,-4.406201791794294720e-01,1.171532076861277610e-01,3.083628453007330350e+00
-1.996776416689274525e+00,-3.060954420301173484e-01,-1.351566125581702416e+00,-7.235604605297122349e-01,-1.695068767774875473e-01,2.678566697158512033e-01,8.196331764917975660e-01,-1.564336896910214936e+00,-2.458740262628242561e-03,-1.857535843926169550e+00,1.551373334310227170e+00,-1.799310423005302806e-01,-2.421963555902856946e+00,1.053909663048131939e+00,2.208234415285561081e+00,-1.055565632872930426e-01,-7.250310844303998747e-01,3.693832368598999327e-01,-4.962179441171027938e-01,1.744176118294766820e+00,2.397914029956750070e+00,7.667378520345288218e-01,-1.375077245809183779e+00,6.185264003220338758e-01,1.416825251755011728e-01,1.790048989938080870e-01,-5.904054152368661823e-01,-1.399434738487419727e+00,-1.084249122263670762e+00,1.008393226825240907e+00,-7.458676638900574307e-01,1.749619374014200313e+00,-7.728680621755952274e-01,4.620969974211610043e-01,2.647782270918488390e-01,-3.956360264575329855e-01,-1.441467954174947774e+00,3.327812009154548084e-02,2.838462986496617102e-01,2.419014178472307819e+00,7.948389913105368132e-01,4.658924045419093191e-02,-7.286595483407020124e-01,1.325033098414111432e+00,6.378768306562966617e-02,6.566942112329869907e-01,2.580176025561580627e-02,-5.463793043402318528e-01,6.534444401211995934e-02,-1.270598284161091440e+00
1.668609965120835259e+00,1.984006416880191637e+00,-3.113529772011955910e-01,9.805392419386054215e-01,7.915981489855241637e-01,3.957711130617091122e+00,-5.719389141993961312e-01,3.928608713892630111e-01,2.977100354675638050e-01,1.075852264131514247e+00,-1.472538525725293868e+00,1.129867802185288816e+00,9.041426238200410692e-01,-3.712505238289347531e-01,-1.809764578323704853e+00,1.493957400384232637e-01,9.586848519438613270e-01,1.621077286117553751e+00,-1.196623944856505695e+00,-9.349723752797740595e-01,-4.708844026628989932e-01,-9.488728387847602530e-01,1.308339338521600670e+00,2.654474768879893087e-01,-1.095431013689230682e+00,5.326990754932895422e-01,8.607886871593244393e-01,6.618217313868665075e-01,1.063218377026349026e+00,-1.815886515432843629e+00,-2.688572545138721570e-01,-1.897693882152593631e-02,8.569184884301553340e-02,-2.458413299442382183e+00,-2.523535924783875881e-02,3.850167241838594046e-01,1.048899691989072513e-01,-1.129803404308610398e-01,-1.128811279429356551e+00,-1.287728077572155572e+00,1.893932553466327384e+00,9.723826526460113140e-01,-2.132789026216101558e+00,1.097922955469322392e+00,3.948733828345394881e-01,-2.226268566333186871e-01,-2.506902628731982219e+00,5.128712739456825487e-01,-3.366386627034049783e-01,-5.500431303158460628e-01
-3.615410564780878189e-01,-5.795743573177866148e-01,-4.560480902856907104e-01,-2.938143887163254808e-01,-2.485628646867664937e+00,3.017395151822847010e-01,-9.547632481985230957e-01,1.494384981324545225e-01,-6.640653707239062564e-01,-1.169762090365442431e+00,8.255692333660098470e-01,2.358158152013171804e+00,-7.126461249345090732e-01,1.090922330589690209e-01,4.223831469311148945e-01,9.829418101534904695e-01,-2.741349926908648316e-01,-2.883963647573232758e-01,-1.068156689024054862e-01,1.253141976567971605e-01,-1.714281093687084256e+00,-2.466873080211832825e+00,-1.450351534631282524e+00,9.745288642969742940e-03,-5.589623117391622209e-01,-6.154188491350153223e-01,-4.782810046592259057e-02,1.934126172210370198e+00,-5.500883577423294479e-01,6.948725825621006047e-01,1.499622918184869258e+00,-1.452528762399046824e-01,2.501365576461887508e-01,4.633920801526775768e-01,1.028514952802442650e+00,-7.561138434128276131e-01,-1.656890072059953034e-01,5.926430246159232196e-01,1.048265231647515394e+00,5.150094440958852271e-01,-7.914029936538818921e-02,-8.375561985843791302e-01,6.877152819032733566e-01,-1.914011491999982884e+00,-1.759047556756925534e-01,-9.182412282538421344e-01,-3.570338408755771575e-01,3.867644255635513395e-01,5.015776986780969698e-02,1.475770329819568571e+00
4.698845764437293293e-01,-6.480265357634565869e-03,9.875182087564564337e-02,-4.374170972687563830e-01,1.099445593982311120e+00,-8.869254310467569735e-02,-2.233825789028916764e-01,2.367008103463837387e-01,5.387151799047862344e-01,-8.383810789554239085e-01,1.516506640238887149e-01,1.674126183743517071e+00,7.826354979698675329e-01,-1.010523095796371340e+00,-1.508136264594267306e+00,6.932013545520182562e-01,-1.667044569738746762e-01,5.915023793005094177e-01,5.701844274957142966e-01,-2.053033841068033549e+00,-1.460462528267223004e+00,-3.330751423584712989e-01,2.651537997532472102e-01,-1.293493087002185682e+00,5.585579199680336115e-01,-4.027463137589485376e-01,1.073593025521898614e+00,-9.923468295540106843e-02,-1.324139631946471829e-01,1.232590838707616765e+00,-1.039389347210394554e+00,-1.026980993138179032e+00,1.945828050062461845e+00,-1.708579898367526217e+00,-1.264420381495460655e+00,-4.642798415442649929e-01,-1.425359699661906010e+00,-1.936565305560324912e-01,8.404157456568355222e-01,-7.011029492716176759e-02,-2.240318793557022625e-01,-1.697017767067061644e+00,-1.414102670077866497e+00,4.200602031500351163e-01,1.995346225750991076e+00,-9.182500418436678746e-01,-4.900743921461501729e-01,-1.380541250452502533e+00,2.104897393332466393e+00,-3.165122848079692242e-01
